Link,Price,Beds,Bathrooms,Carports,Size,Type
https://www.domain.com.au/hilbert-wa-6112-2016211986,325000.0,4,2,2,-1,New House &amp; Land
https://www.domain.com.au/24-36-elizabeth-street-cloverdale-wa-6105-2016095283,325000.0,2,1,1,-1,
https://www.domain.com.au/6a-crawley-grove-heathridge-wa-6027-2015898286,325000.0,3,1,1,-1,Terrace
https://www.domain.com.au/22-39-elizabeth-street-cloverdale-wa-6105-2015738257,325000.0,2,1,1,-1,
https://www.domain.com.au/8-201-royal-street-yokine-wa-6060-2014612061,325000.0,2,1,1,-1,Villa
https://www.domain.com.au/4-71-ferguson-street-midland-wa-6056-2013419425,325000.0,3,2,1,-1,Villa
https://www.domain.com.au/25a-maitland-road-balga-wa-6061-2017184739,325000.0,3,2,2,-1,House
https://www.domain.com.au/126-99-burslem-drive-maddington-wa-6109-2017183015,325000.0,3,1,2,-1,
https://www.domain.com.au/3-60-rubens-circuit-baldivis-wa-6171-2017178379,325000.0,3,2,2,-1,Villa
https://www.domain.com.au/7-14-caledonian-avenue-maylands-wa-6051-2017177985,325000.0,2,1,1,223,Villa
https://www.domain.com.au/fifth-road-armadale-wa-6112-2017175610,325000.0,3,2,2,-1,House
https://www.domain.com.au/14-derbal-street-medina-wa-6167-2017170770,325000.0,2,1,2,711,House
https://www.domain.com.au/453-sevenoaks-street-beckenham-wa-6107-2016910692,325000.0,2,1,1,-1,Duplex
https://www.domain.com.au/baldivis-wa-6171-2017155746,325000.0,4,2,2,355,New House &amp; Land
https://www.domain.com.au/60-delapre-drive-ellenbrook-wa-6069-2017154040,325000.0,3,2,2,282,House
https://www.domain.com.au/26-4-jacana-pde-ballajura-wa-6066-2017147713,325000.0,3,2,2,-1,House
https://www.domain.com.au/18-11-nugent-street-balcatta-wa-6021-2017143803,325000.0,2,1,1,-1,
https://www.domain.com.au/45-verdant-cres-seville-grove-wa-6112-2017141350,325000.0,3,2,2,508,House
https://www.domain.com.au/10-farris-street-rockingham-wa-6168-2017117585,325000.0,3,1,1,850,House
https://www.domain.com.au/6-sevington-street-maddington-wa-6109-2017111403,325000.0,3,1,2,779,House
https://www.domain.com.au/2-81-azelia-street-alexander-heights-wa-6064-2016988676,325000.0,3,1,1,206,Villa
https://www.domain.com.au/34-stephen-street-queens-park-wa-6107-2017105388,325000.0,2,1,1,506,House
https://www.domain.com.au/2-6-crane-glen-ballajura-wa-6066-2017095377,325000.0,3,2,2,331,House
https://www.domain.com.au/40-ullswater-place-balga-wa-6061-2017088442,325000.0,3,1,2,733,House
https://www.domain.com.au/gosnells-wa-6110-2017082233,325000.0,3,1,1,765,House
https://www.domain.com.au/16-bush-close-beckenham-wa-6107-2017079084,325000.0,3,1,1,533,House
https://www.domain.com.au/155-coolamon-boulevard-ellenbrook-wa-6069-2017076526,325000.0,3,2,2,389,House
https://www.domain.com.au/35a-camberwarra-drive-craigie-wa-6025-2017068886,325000.0,3,1,1,-1,House
https://www.domain.com.au/3-sinclair-street-armadale-wa-6112-2017066465,325000.0,3,1,2,807,House
https://www.domain.com.au/40c-dryden-street-yokine-wa-6060-2017065275,325000.0,2,1,1,60,House
https://www.domain.com.au/19-elm-way-baldivis-wa-6171-2017057895,325000.0,3,2,2,368,House
https://www.domain.com.au/111-westgrove-drive-ellenbrook-wa-6069-2017057512,325000.0,3,1,2,337,House
https://www.domain.com.au/30-two-rivers-loop-ellenbrook-wa-6069-2017052155,325000.0,3,2,2,328,House
https://www.domain.com.au/3-albizia-close-forrestfield-wa-6058-2017047601,325000.0,4,2,1,517,House
https://www.domain.com.au/byford-wa-6122-2017024836,325000.0,3,2,2,275,New House &amp; Land
https://www.domain.com.au/4-penola-court-clarkson-wa-6030-2016999736,325000.0,3,2,4,227,House
https://www.domain.com.au/31b-winship-avenue-wanneroo-wa-6065-2016987084,325000.0,3,1,2,500,House
https://www.domain.com.au/45a-salmar-way-westminster-wa-6061-2016965212,325000.0,3,2,2,206,Villa
https://www.domain.com.au/6-180-kent-street-rockingham-wa-6168-2016944038,325000.0,2,1,1,-1,House
https://www.domain.com.au/181-benenden-avenue-butler-wa-6036-2016930801,325000.0,3,2,2,300,House
https://www.domain.com.au/302-beechboro-road-north-morley-wa-6062-2016915469,325000.0,3,1,1,425,House
https://www.domain.com.au/20-storrington-cres-westminster-wa-6061-2016807486,325000.0,2,2,2,-1,House
https://www.domain.com.au/lot-2-18-melvin-avenue-thornlie-wa-6108-2016800344,325000.0,3,2,2,261,New House &amp; Land
https://www.domain.com.au/1-sunvest-place-merriwa-wa-6030-2016764722,325000.0,3,1,2,627,House
https://www.domain.com.au/4-edgeware-street-lynwood-wa-6147-2016740743,325000.0,3,1,2,446,House
https://www.domain.com.au/wellard-wa-6170-2016705333,325000.0,3,2,1,300,New House &amp; Land
https://www.domain.com.au/unit-5-22-karabil-way-nollamara-wa-6061-2016655795,325000.0,3,2,2,241,New House &amp; Land
https://www.domain.com.au/unit-6-22-karabil-way-nollamara-wa-6061-2016655742,325000.0,3,2,2,290,New House &amp; Land
https://www.domain.com.au/31b-findon-crescent-westminster-wa-6061-2016632959,325000.0,3,2,2,-1,House
https://www.domain.com.au/3-doncaster-road-mirrabooka-wa-6061-2016465954,325000.0,2,2,1,116,
https://www.domain.com.au/baldivis-wa-6171-2016406817,325000.0,3,2,2,375,House
https://www.domain.com.au/23-99-burslem-drive-maddington-wa-6109-2015530503,325000.0,3,1,2,-1,
https://www.domain.com.au/12-18-solomon-street-palmyra-wa-6157-2014390598,325000.0,2,1,1,-1,House
https://www.domain.com.au/16-carmana-lane-warnbro-wa-6169-2017167745,325000.0,4,2,2,475,House
https://www.domain.com.au/8a-thompson-drive-wanneroo-wa-6065-2017151681,325000.0,3,1,2,500,House
https://www.domain.com.au/30-ardara-bend-butler-wa-6036-2017146837,325000.0,3,2,2,210,House
https://www.domain.com.au/16-ohara-way-baldivis-wa-6171-2017187125,325000.0,3,2,1,375,New House &amp; Land
https://www.domain.com.au/hilbert-wa-6112-2017182515,325000.0,3,2,2,-1,New House &amp; Land
https://www.domain.com.au/13-orlestone-street-gosnells-wa-6110-2017176503,325000.0,3,1,2,819,House
https://www.domain.com.au/lot-107-goland-lane-camillo-wa-6111-2017175459,325000.0,4,2,2,315,House
https://www.domain.com.au/4-101-epsom-avenue-redcliffe-wa-6104-2017164380,325000.0,3,1,1,182,Villa
https://www.domain.com.au/39-39-elizabeth-street-cloverdale-wa-6105-2017150915,325000.0,2,1,1,-1,
https://www.domain.com.au/armadale-wa-6112-2017149520,325000.0,4,2,2,-1,New House &amp; Land
https://www.domain.com.au/42b-shortland-way-girrawheen-wa-6064-2017148401,325000.0,3,1,2,468,Duplex
https://www.domain.com.au/kwinana-town-centre-wa-6167-2017142217,325000.0,3,2,2,225,New House &amp; Land
https://www.domain.com.au/9-ohara-way-baldivis-wa-6171-2017128122,325000.0,3,2,1,301,New House &amp; Land
https://www.domain.com.au/baldivis-wa-6171-2017094692,325000.0,3,2,2,303,New House &amp; Land
https://www.domain.com.au/lot-1143-mangles-drive-ellenbrook-wa-6069-2017075351,325000.0,3,2,1,210,New House &amp; Land
https://www.domain.com.au/lot-9-espirit-lane-hilbert-wa-6112-2017073815,325000.0,4,2,2,294,New House &amp; Land
https://www.domain.com.au/kwinana-town-centre-wa-6167-2017072212,325000.0,3,2,2,-1,New House &amp; Land
https://www.domain.com.au/balga-wa-6061-2017071869,325000.0,3,2,2,201,New House &amp; Land
https://www.domain.com.au/lot-120-marlock-road-kwinana-town-centre-wa-6167-2017062153,325000.0,3,2,2,225,New House &amp; Land
https://www.domain.com.au/wellard-wa-6170-2017058349,325000.0,3,2,2,-1,New House &amp; Land
https://www.domain.com.au/balga-wa-6061-2017036473,325000.0,3,2,1,200,New House &amp; Land
https://www.domain.com.au/5-belyea-street-gosnells-wa-6110-2017185785,325000.0,3,1,2,769,House
https://www.domain.com.au/6-chittering-place-cooloongup-wa-6168-2017185658,325000.0,4,1,1,608,House
https://www.domain.com.au/15-199-albert-street-osborne-park-wa-6017-2017184911,325000.0,2,1,1,123,Villa
https://www.domain.com.au/48-walden-street-wellard-wa-6170-2017176337,325000.0,3,2,2,279,House
https://www.domain.com.au/62-kilmurray-way-balga-wa-6061-2017172160,325000.0,3,2,2,-1,Villa
https://www.domain.com.au/11-belaring-place-kenwick-wa-6107-2017169979,325000.0,3,2,2,322,House
https://www.domain.com.au/85c-princess-road-balga-wa-6061-2017166705,325000.0,3,2,2,-1,House
https://www.domain.com.au/25-astinal-drive-gosnells-wa-6110-2017161312,325000.0,3,1,8,700,House
https://www.domain.com.au/23-ferrara-way-girrawheen-wa-6064-2017160678,325000.0,3,2,2,280,House
https://www.domain.com.au/20a-karabil-way-nollamara-wa-6061-2017157363,325000.0,3,2,3,-1,
https://www.domain.com.au/85a-princess-road-balga-wa-6061-2017156365,325000.0,3,2,2,-1,House
https://www.domain.com.au/112-elmridge-parkway-ellenbrook-wa-6069-2017151680,325000.0,4,2,2,360,House
https://www.domain.com.au/14-bibanup-court-hillman-wa-6168-2017147198,325000.0,3,1,1,799,House
https://www.domain.com.au/14-jedburgh-loop-sinagra-wa-6065-2017146282,325000.0,3,2,1,-1,House
https://www.domain.com.au/2-8-waterloo-street-joondanna-wa-6060-2017141401,325000.0,2,1,1,-1,Villa
https://www.domain.com.au/5-huon-place-merriwa-wa-6030-2017139410,325000.0,4,2,2,-1,House
https://www.domain.com.au/19-harpenden-street-huntingdale-wa-6110-2017139151,325000.0,3,1,2,672,House
https://www.domain.com.au/75-cheltenham-loop-bertram-wa-6167-2017138102,325000.0,3,2,2,312,House
https://www.domain.com.au/1-2-3-85-princess-road-balga-wa-6061-2017127645,325000.0,3,2,2,-1,Villa
https://www.domain.com.au/44c-george-street-midland-wa-6056-2017127583,325000.0,3,1,2,-1,House
https://www.domain.com.au/24b-ferrara-way-girrawheen-wa-6064-2017037866,325000.0,3,2,4,-1,Semi-Detached
https://www.domain.com.au/17-araucaria-boulevard-byford-wa-6122-2017023447,325000.0,3,2,2,342,House
https://www.domain.com.au/17-linville-avenue-cooloongup-wa-6168-2016969994,325000.0,3,1,1,700,House
https://www.domain.com.au/50-50-woodlake-retreat-kingsley-wa-6026-2016713614,325000.0,2,2,1,-1,Villa
https://www.domain.com.au/16-pomelaa-way-clarkson-wa-6030-2016308513,325000.0,4,2,2,255,House
https://www.domain.com.au/56-bonnington-way-baldivis-wa-6171-2015724189,325000.0,3,2,2,-1,House
https://www.domain.com.au/baldivis-wa-6171-2017183562,325000.0,3,2,2,375,New House &amp; Land
https://www.domain.com.au/6-casilda-place-cooloongup-wa-6168-2017180235,325000.0,3,1,1,700,House
https://www.domain.com.au/25-pleasantview-parade-baldivis-wa-6171-2017179808,325000.0,3,2,2,-1,House
https://www.domain.com.au/lot-115-bullich-lane-kwinana-wa-6166-2017179238,325000.0,3,2,2,225,House
https://www.domain.com.au/15-seamet-rise-merriwa-wa-6030-2017176963,325000.0,3,1,1,663,House
https://www.domain.com.au/49c-wroxton-street-midland-wa-6056-2017176370,325000.0,3,2,2,216,Villa
https://www.domain.com.au/lot-83-cork-lane-wellard-wa-6170-2017173287,325000.0,3,2,2,-1,New House &amp; Land
https://www.domain.com.au/472-stabilizer-road-brabham-wa-6055-2017169289,325000.0,3,2,1,-1,New House &amp; Land
https://www.domain.com.au/3669-candy-street-banksia-grove-wa-6031-2017167403,325000.0,3,2,2,-1,New House &amp; Land
https://www.domain.com.au/22-conifer-street-maddington-wa-6109-2017160076,325000.0,3,1,1,683,House
https://www.domain.com.au/91-wake-way-wellard-wa-6170-2017154435,325000.0,3,2,1,328,House
https://www.domain.com.au/10549-dalmilling-drive-ellenbrook-wa-6069-2017150467,325000.0,3,2,2,-1,New House &amp; Land
https://www.domain.com.au/28-jarrah-grove-gosnells-wa-6110-2017138014,325000.0,3,1,3,833,House
https://www.domain.com.au/29-montrose-circle-camillo-wa-6111-2017125976,325000.0,3,1,4,680,House
https://www.domain.com.au/kwinana-town-centre-wa-6167-2017125280,325000.0,3,2,2,-1,New House &amp; Land
https://www.domain.com.au/7062-colemere-crescent-aveley-wa-6069-2017124399,325000.0,3,2,2,-1,New House &amp; Land
https://www.domain.com.au/4-38-astley-street-gosnells-wa-6110-2017120432,325000.0,3,2,2,208,Villa
https://www.domain.com.au/40a-elvington-way-thornlie-wa-6108-2017118842,325000.0,3,1,1,500,House
https://www.domain.com.au/60-39-elizabeth-street-cloverdale-wa-6105-2017110954,325000.0,2,1,1,-1,
https://www.domain.com.au/392-westfield-road-seville-grove-wa-6112-2017107524,325000.0,4,2,1,599,House
https://www.domain.com.au/127-10-timbercrest-rise-woodvale-wa-6026-2017105470,325000.0,2,1,1,130,
https://www.domain.com.au/21-kirin-way-maddington-wa-6109-2017102824,325000.0,4,2,1,668,House
https://www.domain.com.au/brabham-wa-6055-2017100214,325000.0,2,2,2,-1,New House &amp; Land
https://www.domain.com.au/4-23-villiers-st-yokine-wa-6060-2017093680,325000.0,2,1,1,-1,Villa
https://www.domain.com.au/lot-347-delianouva-street-byford-wa-6122-2017083680,325000.0,3,2,2,325,New House &amp; Land
https://www.domain.com.au/lot-333-ettakup-way-midvale-wa-6056-2017078999,325000.0,3,2,2,-1,New House &amp; Land
https://www.domain.com.au/100-10-timbercrest-rise-woodvale-wa-6026-2017076716,325000.0,2,1,1,-1,
https://www.domain.com.au/3-67-ley-street-como-wa-6152-2017075398,325000.0,2,1,1,62,Villa
https://www.domain.com.au/6-firetail-court-seville-grove-wa-6112-2017072249,325000.0,4,2,2,590,House
https://www.domain.com.au/115-read-street-rockingham-wa-6168-2017071691,325000.0,3,2,1,640,House
https://www.domain.com.au/67-vanessa-way-swan-view-wa-6056-2017069368,325000.0,3,1,1,684,House
https://www.domain.com.au/27-darile-street-hillman-wa-6168-2017069056,325000.0,3,1,2,-1,House
https://www.domain.com.au/14b-hornsey-way-balga-wa-6061-2017063977,325000.0,3,2,2,206,House
https://www.domain.com.au/19a-garrick-way-balga-wa-6061-2017060384,325000.0,3,2,1,-1,House
https://www.domain.com.au/18-ellamere-retreat-maddington-wa-6109-2017060460,325000.0,4,1,2,538,House
https://www.domain.com.au/15-marmion-street-kelmscott-wa-6111-2017059269,325000.0,4,1,1,809,House
https://www.domain.com.au/2-shell-lane-butler-wa-6036-2017058264,325000.0,3,2,2,209,House
https://www.domain.com.au/132-21-ponte-vecchio-boulevard-ellenbrook-wa-6069-2017053769,325000.0,3,1,1,-1,
https://www.domain.com.au/28-teak-way-maddington-wa-6109-2017047021,325000.0,4,1,2,691,House
https://www.domain.com.au/3a-jason-court-thornlie-wa-6108-2017044848,325000.0,3,1,1,530,House
https://www.domain.com.au/25d-ferrara-way-girrawheen-wa-6064-2017038875,325000.0,3,1,2,512,House
https://www.domain.com.au/lot-127-morwell-loop-baldivis-wa-6171-2017036527,325000.0,3,2,2,300,New House &amp; Land
https://www.domain.com.au/2-4-12-ayer-road-queens-park-wa-6107-2017036394,325000.0,3,2,1,286,Villa
https://www.domain.com.au/91-milina-street-hillman-wa-6168-2017033388,325000.0,3,1,1,740,House
https://www.domain.com.au/132a-eudoria-street-gosnells-wa-6110-2017030126,325000.0,3,2,2,336,House
https://www.domain.com.au/lot-37-vivacity-street-hilbert-wa-6112-2017027083,325000.0,3,2,2,300,New House &amp; Land
https://www.domain.com.au/27a-woodley-way-parmelia-wa-6167-2017017474,325000.0,4,2,2,525,House
https://www.domain.com.au/598-oxgang-way-brabham-wa-6055-2017012725,325000.0,3,2,2,-1,New House &amp; Land
https://www.domain.com.au/villa-100b-ravenswood-drive-nollamara-wa-6061-2017005241,325000.0,3,2,2,199,Villa
https://www.domain.com.au/kenwick-wa-6107-2017002329,325000.0,3,1,4,512,House
https://www.domain.com.au/1-36-dorothy-street-gosnells-wa-6110-2017000568,325000.0,3,1,1,368,House
https://www.domain.com.au/baldivis-wa-6171-2016991831,325000.0,3,2,2,361,New House &amp; Land
https://www.domain.com.au/1-chipping-crescent-wellard-wa-6170-2016972558,325000.0,3,2,2,237,House
https://www.domain.com.au/4b-merrifield-place-mullaloo-wa-6027-2016602880,3325000.0,4,5,2,-1,House
https://www.domain.com.au/31-kilkenny-loop-brookdale-wa-6112-2016973987,335000.0,4,2,2,-1,House
https://www.domain.com.au/33-hyland-crescent-clarkson-wa-6030-2016971388,335000.0,3,1,1,588,House
https://www.domain.com.au/lot-257-addison-street-hilbert-wa-6112-2016959220,335000.0,3,2,2,315,New House &amp; Land
https://www.domain.com.au/lot-29-balfour-street-swan-view-wa-6056-2016956608,335000.0,3,2,2,186,New House &amp; Land
https://www.domain.com.au/57-helmsdale-loop-butler-wa-6036-2016951544,335000.0,3,2,5,225,House
https://www.domain.com.au/lot-672-pickering-avenue-parmelia-wa-6167-2016947480,335000.0,3,2,2,240,New House &amp; Land
https://www.domain.com.au/25-eureka-place-seville-grove-wa-6112-2016943985,335000.0,4,2,1,544,House
https://www.domain.com.au/14-burrows-place-parmelia-wa-6167-2016941290,335000.0,4,1,2,897,House
https://www.domain.com.au/1b-caporn-street-bullsbrook-wa-6084-2016939191,335000.0,4,1,1,557,House
https://www.domain.com.au/parmelia-wa-6167-2016933596,335000.0,3,2,2,240,House
https://www.domain.com.au/35-martindale-avenue-thornlie-wa-6108-2016763141,335000.0,3,1,1,807,House
https://www.domain.com.au/6-47-pitchford-glade-clarkson-wa-6030-2016921745,335000.0,3,2,2,-1,Villa
https://www.domain.com.au/8-10-marriot-street-cannington-wa-6107-2016905583,335000.0,3,2,2,216,House
https://www.domain.com.au/23-banyard-avenue-kelmscott-wa-6111-2016892647,335000.0,3,1,2,1012,House
https://www.domain.com.au/7-homoa-way-butler-wa-6036-2016824151,335000.0,3,2,2,-1,House
https://www.domain.com.au/3-57-mickleton-terrace-bassendean-wa-6054-2016807773,335000.0,3,1,2,-1,House
https://www.domain.com.au/lot-695-sicklemore-road-parmelia-wa-6167-2016797728,335000.0,3,2,2,240,New House &amp; Land
https://www.domain.com.au/13-coolbellup-avenue-coolbellup-wa-6163-2016650917,335000.0,2,2,2,100,House
https://www.domain.com.au/1-228-hale-road-forrestfield-wa-6058-2016628746,335000.0,3,1,3,329,House
https://www.domain.com.au/204-68-southside-drive-hillarys-wa-6025-2016606019,335000.0,2,2,1,-1,Villa
https://www.domain.com.au/116-lowanna-way-armadale-wa-6112-2016492505,335000.0,4,2,2,1105,House
https://www.domain.com.au/brabham-wa-6055-2016238411,335000.0,4,2,2,-1,New House &amp; Land
https://www.domain.com.au/brabham-wa-6055-2016212019,335000.0,4,2,2,-1,New House &amp; Land
https://www.domain.com.au/19-flemington-drive-baldivis-wa-6171-2016167353,335000.0,3,2,2,315,House
https://www.domain.com.au/19-flemington-drive-baldivis-wa-6171-2016167325,335000.0,3,2,2,315,House
https://www.domain.com.au/13-skua-grove-seville-grove-wa-6112-2016006849,335000.0,4,2,2,-1,House
https://www.domain.com.au/202-a-b-c-arkana-road-westminster-wa-6061-2014726724,335000.0,3,2,2,-1,House
https://www.domain.com.au/15-emerson-turn-clarkson-wa-6030-2013796083,335000.0,3,2,2,294,House
https://www.domain.com.au/10-peake-way-medina-wa-6167-2017185097,335000.0,3,1,2,688,House
https://www.domain.com.au/31-killara-avenue-ellenbrook-wa-6069-2017162918,335000.0,3,2,2,337,House
https://www.domain.com.au/9-44-pearson-drive-success-wa-6164-2017159036,335000.0,3,1,2,209,House
https://www.domain.com.au/135-milina-st-hillman-wa-6168-2017152953,335000.0,4,1,2,683,House
https://www.domain.com.au/44-177-dampier-avenue-kallaroo-wa-6025-2015540340,335000.0,3,1,1,-1,
https://www.domain.com.au/5-35-tyler-street-joondanna-wa-6060-2017150745,335000.0,2,1,1,-1,Villa
https://www.domain.com.au/91-cilantro-parkway-seville-grove-wa-6112-2017147740,335000.0,3,2,2,357,House
https://www.domain.com.au/5-184-bartram-road-atwell-wa-6164-2017144281,335000.0,3,1,2,207,House
https://www.domain.com.au/35-bombay-entrance-stratton-wa-6056-2017125258,335000.0,4,2,1,481,House
https://www.domain.com.au/8-10-croesus-street-morley-wa-6062-2017121929,335000.0,3,1,1,-1,Villa
https://www.domain.com.au/11-whittome-street-middle-swan-wa-6056-2017121890,335000.0,3,1,1,728,House
https://www.domain.com.au/10-cluny-way-ellenbrook-wa-6069-2017111717,335000.0,4,2,1,430,House
https://www.domain.com.au/baldivis-wa-6171-2017104047,335000.0,3,2,2,300,New House &amp; Land
https://www.domain.com.au/20-royal-palm-drive-warnbro-wa-6169-2017100012,335000.0,4,2,2,585,House
https://www.domain.com.au/6-lisbon-pl-warnbro-wa-6169-2017099618,335000.0,4,2,2,701,House
https://www.domain.com.au/1-5-the-court-redcliffe-wa-6104-2017096565,335000.0,2,1,2,434,House
https://www.domain.com.au/10-mulline-court-maddington-wa-6109-2017077960,335000.0,4,1,1,480,House
https://www.domain.com.au/30-ypres-road-camillo-wa-6111-2017075970,335000.0,4,2,3,683,House
https://www.domain.com.au/17-kitson-street-rockingham-wa-6168-2017068004,335000.0,3,1,3,683,House
https://www.domain.com.au/19-sprint-close-middle-swan-wa-6056-2014503597,335000.0,3,1,2,-1,House
https://www.domain.com.au/4-addison-avenue-baldivis-wa-6171-2017023487,335000.0,3,2,2,-1,House
https://www.domain.com.au/1-8-gild-street-cloverdale-wa-6105-2017022049,335000.0,1,1,1,-1,House
https://www.domain.com.au/32-5-isoodon-street-dayton-wa-6055-2017012210,335000.0,3,2,2,-1,House
https://www.domain.com.au/27-fiord-way-aveley-wa-6069-2016994149,335000.0,3,2,2,260,House
https://www.domain.com.au/29a-winterton-way-girrawheen-wa-6064-2016990337,335000.0,4,1,4,493,Duplex
https://www.domain.com.au/12-tour-place-middle-swan-wa-6056-2016989703,335000.0,3,1,1,-1,House
https://www.domain.com.au/4-159-hamilton-street-queens-park-wa-6107-2016980244,335000.0,3,2,2,-1,House
https://www.domain.com.au/3-kimber-place-mount-helena-wa-6082-2016944625,335000.0,3,1,2,1100,House
https://www.domain.com.au/262-grandis-boulevard-banksia-grove-wa-6031-2016923661,335000.0,3,2,2,225,House
https://www.domain.com.au/102-99-burslem-drive-maddington-wa-6109-2016671036,335000.0,3,1,2,-1,
https://www.domain.com.au/unit-4-22-karabil-way-nollamara-wa-6061-2016667494,335000.0,3,2,1,334,New House &amp; Land
https://www.domain.com.au/27b-bepton-way-balga-wa-6061-2016619917,335000.0,3,2,2,-1,Villa
https://www.domain.com.au/2088-albany-highway-maddington-wa-6109-2016611003,335000.0,3,2,2,-1,House
https://www.domain.com.au/123-99-burslem-drive-maddington-wa-6109-2016578900,335000.0,3,1,2,-1,
https://www.domain.com.au/2-54-carnarvon-street-east-victoria-park-wa-6101-2016512621,335000.0,3,1,1,-1,Villa
https://www.domain.com.au/64-153-stock-road-bicton-wa-6157-2016323190,335000.0,2,1,1,-1,
https://www.domain.com.au/alfreda-ave-morley-wa-6062-2016077617,335000.0,3,2,2,285,New House &amp; Land
https://www.domain.com.au/2-berthold-street-orelia-wa-6167-2014562827,335000.0,5,2,2,-1,House
https://www.domain.com.au/11-99-burslem-drive-maddington-wa-6109-2015610828,335000.0,3,2,2,-1,
https://www.domain.com.au/130-99-burslem-drive-maddington-wa-6109-2015391359,335000.0,3,1,4,-1,
https://www.domain.com.au/2-99-burslem-drive-maddington-wa-6109-2015380068,335000.0,3,1,2,-1,
https://www.domain.com.au/144-99-burslem-drive-maddington-wa-6109-2015345987,335000.0,3,2,2,-1,
https://www.domain.com.au/228b-station-street-east-cannington-wa-6107-2012934725,335000.0,2,1,2,-1,Duplex
https://www.domain.com.au/2-163-hamilton-street-queens-park-wa-6107-2017150047?topspot=1,335000.0,3,2,1,-1,Villa
https://www.domain.com.au/5-22-meldon-way-dianella-wa-6059-2017187851,335000.0,2,1,1,-1,Villa
https://www.domain.com.au/2-166-168-waterloo-street-tuart-hill-wa-6060-2017132241,335000.0,2,1,1,-1,Villa
https://www.domain.com.au/6-89-powell-street-joondanna-wa-6060-2017108263,335000.0,2,1,1,-1,Villa
https://www.domain.com.au/39-blanche-street-gosnells-wa-6110-2017034933,335000.0,3,1,1,-1,House
https://www.domain.com.au/stabilizer-road-brabham-wa-6055-2017179129,335000.0,3,2,1,188,New House &amp; Land
https://www.domain.com.au/baldivis-wa-6171-2017160210,335000.0,3,2,2,305,New House &amp; Land
https://www.domain.com.au/lot-150-sublime-road-baldivis-wa-6171-2017158334,335000.0,3,2,2,188,New House &amp; Land
https://www.domain.com.au/lot-10549-dalmilling-drive-ellenbrook-wa-6069-2017151462,335000.0,3,2,2,225,New House &amp; Land
https://www.domain.com.au/whitehaven-crescent-balga-wa-6061-2017075962,335000.0,3,2,2,232,New House &amp; Land
https://www.domain.com.au/52-larson-road-byford-wa-6122-2017138970,335000.0,3,2,2,315,New House &amp; Land
https://www.domain.com.au/lot-264-lucid-lane-baldivis-wa-6171-2017138272,335000.0,3,2,2,168,New House &amp; Land
https://www.domain.com.au/26-paria-street-baldivis-wa-6171-2017128203,335000.0,3,2,2,375,New House &amp; Land
https://www.domain.com.au/ellenbrook-wa-6069-2017075278,335000.0,3,2,1,213,New House &amp; Land
https://www.domain.com.au/koondoola-wa-6064-2017052320,335000.0,3,2,2,255,New House &amp; Land
https://www.domain.com.au/5-wilcannia-way-armadale-wa-6112-2017049440,335000.0,3,2,2,351,New House &amp; Land
https://www.domain.com.au/brabham-wa-6055-2017042055,335000.0,3,2,2,-1,New House &amp; Land
https://www.domain.com.au/81-star-bush-crescent-ellenbrook-wa-6069-2017183566,335000.0,3,1,1,470,House
https://www.domain.com.au/6-emperor-close-seville-grove-wa-6112-2017182668,335000.0,4,2,1,576,House
https://www.domain.com.au/324c-flinders-street-nollamara-wa-6061-2017179490,335000.0,3,2,1,-1,Villa
https://www.domain.com.au/85-wandsworth-avenue-brabham-wa-6055-2017178389,335000.0,3,2,1,188,House
https://www.domain.com.au/124-hinchinbrook-avenue-ridgewood-wa-6030-2017175219,335000.0,3,2,2,300,House
https://www.domain.com.au/4-pendragon-court-camillo-wa-6111-2017165248,335000.0,3,1,4,707,House
https://www.domain.com.au/15-kingsbridge-road-warnbro-wa-6169-2017162774,335000.0,3,1,1,728,House
https://www.domain.com.au/26-ernest-way-hilbert-wa-6112-2017156302,335000.0,3,2,2,250,House
https://www.domain.com.au/41-chamberlain-street-gosnells-wa-6110-2017149729,335000.0,3,2,2,364,House
https://www.domain.com.au/7b-loep-court-parmelia-wa-6167-2017145273,335000.0,3,2,2,410,House
https://www.domain.com.au/20-kilrush-turn-ridgewood-wa-6030-2017142213,335000.0,4,2,2,295,House
https://www.domain.com.au/16-minilya-loop-warnbro-wa-6169-2017134702,335000.0,4,2,2,617,House
https://www.domain.com.au/35-montana-crescent-dayton-wa-6055-2017134365,335000.0,3,2,2,227,House
https://www.domain.com.au/821-wanneroo-road-wanneroo-wa-6065-2017117224,335000.0,3,1,2,683,House
https://www.domain.com.au/101-mayfield-drive-brabham-wa-6055-2017060690,335000.0,3,2,1,212,House
https://www.domain.com.au/lot-662-grimaldi-avenue-hilbert-wa-6112-2017182656,335000.0,3,2,2,300,New House &amp; Land
https://www.domain.com.au/2-soran-way-butler-wa-6036-2017182545,335000.0,3,2,2,236,House
https://www.domain.com.au/wandi-wa-6167-2017181562,335000.0,3,2,2,220,New House &amp; Land
https://www.domain.com.au/6-espirt-rd-hilbert-wa-6112-2017181555,335000.0,3,2,2,294,New House &amp; Land
https://www.domain.com.au/4-azure-lane-warnbro-wa-6169-2017180727,335000.0,5,2,2,512,House
https://www.domain.com.au/275-hereford-retreat-byford-wa-6122-2017179972,335000.0,4,2,2,-1,New House &amp; Land
https://www.domain.com.au/164a-wake-way-wellard-wa-6170-2017178823,335000.0,4,2,2,-1,New House &amp; Land
